Sr.No,Stock,Sector,Shares Held or Principal Amt,Market Value,% of Portfolio,Previous % of Portfolio,Ranked,Change in Shares,% Change,% Ownership,Qtr 1st Owned,Estimated Avg Price Paid,Quarter End Price,Recent Price,Source,Source Date,Date Reported
4896,TUSK,ENERGY,229198,488000,0,,4837,"1,368",,0.0049,Q4 2016,20.51,2.13,2.23,13F,2035-08-26,2035-10-07
4897,NEON,INFORMATION TECHNOLOGY,79853,485000,0,,4838,No Change,0,0.0059,Q1 2017,15.92,6.08,4.79,13F,2035-08-27,2035-10-08
4898,LFT,REAL ESTATE,175618,481000,0,,4839,"2,742",0.01,0.0034,Q1 2017,3.99,2.74,2.33,13F,2035-08-28,2035-10-09
4899,DAC,TRANSPORTS,4668,479000,0,,4840,"9,776",-0.67,0.0002,Q4 2019,76.4,102.58,57.79,13F,2035-08-29,2035-10-10
4900,HEZU,FINANCE,13983,479000,0,,4841,"1,256",0.09,,Q2 2015,36.21,34.23,30.24,13F,2035-08-30,2035-10-11
4901,PRQR,HEALTH CARE,527396,477000,0,0,4842,"39,482",0.08,0.0074,Q4 2018,7.45,0.91,0.78,13F,2035-08-31,2035-10-12
4902,SRGA,HEALTH CARE,52035.18,476000,0,,4843,"1,650",0.03,0.0079,Q2 2011,3.67,9,3.16,13F,2035-09-01,2035-10-13
4903,XFOR,,271794,476000,0,,4844,"2,754",-0.01,,Q1 2019,,,,13F,2035-09-02,2035-10-14
4904,KLXE,ENERGY,91521,473000,0,,4845,"2,629",0.02,0.0078,Q3 2018,120.1,5.17,3.78,13F,2035-09-03,2035-10-15
4905,MOL1:FWB2,,265315,472000,0,,4846,"9,062",-0.03,,Q1 2021,,,,13F,2035-09-04,2035-10-16
4906,QUMU,INFORMATION TECHNOLOGY,267745,471000,0,,4847,"1,773",,0.015,Q1 2017,2.9,1.76,0.79,13F,2035-09-05,2035-10-17
4907,COHN,REAL ESTATE,29150,471000,0,,4848,81,,0.0188,Q1 2017,731.94,16.15,10.98,13F,2035-09-06,2035-10-18
4908,FLUX,INDUSTRIALS,176438,471000,0,,4849,"1,089",,0.011,Q4 2020,17.12,2.67,2.14,13F,2035-09-07,2035-10-19
4909,ZDGE,INFORMATION TECHNOLOGY,77103,469000,0,,4850,"1,170",-0.01,0.0053,Q1 2017,8.95,6.09,2.6,13F,2035-09-08,2035-10-20
4910,RDI,CONSUMER DISCRETIONARY,109200,467000,0,,4851,"1,983",-0.01,0.0054,Q1 2016,14.98,4.28,3.8,13F,2035-09-09,2035-10-21
4911,YI,HEALTH CARE,174941,466000,0,,4852,"68,911",-0.28,0.0037,Q2 2020,7.12,2.66,2.43,13F,2035-09-10,2035-10-22
4912,NBEV,CONSUMER STAPLES,2080022,465925,0,0,4853,"6,576,565",-0.75,0.0152,-,,,0.31,13G,2035-09-11,2035-10-23
4913,TPHS,CONSUMER DISCRETIONARY,243989,464000,0,,4854,539,,0.0066,Q2 2016,5.74,1.9,1.04,13F,2035-09-12,2035-10-24
4914,VABK,FINANCE,13454,463000,0,,4855,47,,0.0025,Q2 2021,38.85,34.5,30.89,13F,2035-09-13,2035-10-25
4915,BIOC,HEALTH CARE,199476,463000,0,,4856,"6,724",0.03,0.0118,Q1 2017,186.91,2.32,0.99,13F,2035-09-14,2035-10-26
4916,BSVN,FINANCE,19683,463000,0,,4857,"2,279",0.13,0.0022,Q4 2018,16.51,23.6,21.12,13F,2035-09-15,2035-10-27
4917,ZSANQ,HEALTH CARE,58661.69,462000,0,,4858,38,,0.4184,Q1 2017,42.58,7.88,0.28,13F,2035-09-16,2035-10-28
4918,ONTX,HEALTH CARE,248881,458000,0,,4859,No Change,0,0.0119,Q1 2017,13.19,1.84,1.3,13F,2035-09-17,2035-10-29
4919,AINC,FINANCE,26637,456000,0,,4860,135,,0.0086,Q1 2017,53.23,17.13,14.13,13F,2035-09-18,2035-10-30
4920,AUTO,INFORMATION TECHNOLOGY,196893,455000,0,,4861,792,,0.014,Q1 2016,9.75,2.31,0.38,13F,2035-09-19,2035-10-31
4921,ADIL,HEALTH CARE,225477,454000,0,,4862,"1,701",,0.0095,Q4 2018,4.78,2.01,1.74,13F,2035-09-20,2035-11-01
4922,RMTI,HEALTH CARE,87339.36,453000,0,,4863,85,,0.1024,Q2 2011,4.74,5.17,1.26,13F,2035-09-21,2035-11-02
4923,OGEN,HEALTH CARE,1315396,453000,0,,4864,675,,0.0113,Q1 2017,1.1,0.34,0.34,13F,2035-09-22,2035-11-03
4924,MLVF,FINANCE,27816,449000,0,,4865,316,0.01,0.0036,Q1 2017,22.13,16.11,15.85,13F,2035-09-23,2035-11-04
4925,ORGSD,,127722,444000,0,,4866,"2,583",-0.01,,Q2 2018,,,,13F,2035-09-24,2035-11-05
4926,PBIP,FINANCE,26936,443000,0,,4867,201,,0.0035,Q1 2017,16.09,16.46,,13F,2035-09-25,2035-11-06
4927,ASPU,INDUSTRIALS,272554,442000,0,,4868,"2,754",-0.01,0.0108,Q2 2018,7.97,1.62,1.06,13F,2035-09-26,2035-11-07
4928,VNCE,CONSUMER DISCRETIONARY,53852,438000,0,,4869,945,-0.01,0.0044,Q4 2013,226.18,8.13,7.33,13F,2035-09-27,2035-11-08
4929,GCBC,FINANCE,9755,437000,0,,4870,279,-0.02,0.0011,Q2 2016,26.08,44.7,47.02,13F,2035-09-28,2035-11-09
4930,FNHC,FINANCE,323137,437000,0,,4871,"1,944",,0.0184,Q2 2014,16.15,1.35,0.34,13F,2035-09-29,2035-11-10
4931,GIIXW,,340481,435000,0,,4872,"256,797",3.06,,Q4 2021,,,,13F,2035-09-30,2035-11-11
4932,CWBC,FINANCE,30796,431000,0,,4873,522,-0.01,0.0035,Q1 2017,11.93,14.01,13.79,13F,2035-10-01,2035-11-12
4933,CEA,TRANSPORTS,25287,429000,0,,4874,"7,990",-0.24,0.0002,Q4 2020,23.34,16.96,19.16,13F,2035-10-02,2035-11-13
4934,CLIR,INDUSTRIALS,262285,428000,0,,4875,"2,943",-0.01,0.0072,Q1 2017,2.82,1.63,1.18,13F,2035-10-03,2035-11-14
4935,APRE,HEALTH CARE,230165,428000,0,,4876,"2,046",,0.0105,Q4 2019,27.62,1.86,1.04,13F,2035-10-04,2035-11-15
4936,NCSM,ENERGY,8410,427000,0,,4877,699,-0.07,0.0035,Q2 2017,3906.48,50.76,27.5,13F,2035-10-05,2035-11-16
4937,WMPN,FINANCE,33421,426000,0,,4878,383,0.01,0.0022,Q2 2021,11.93,12.75,11.49,13F,2035-10-06,2035-11-17
4938,PULM,HEALTH CARE,62150,424000,0,,4879,352,,0.0183,Q1 2017,539.8,6.83,4.55,13F,2035-10-07,2035-11-18
4939,NYF,FINANCE,7741,422000,0,,4880,"7,741",,,Q1 2022,54.55,54.55,53.03,13F,2035-10-08,2035-11-19
4940,IS,FINANCE,87941,422000,0,,4881,"71,478",4.34,0.0009,Q4 2021,5.35,4.8,3.28,13F,2035-10-09,2035-11-20
4941,BFI,FINANCE,100832,420000,0,,4882,"5,149",0.05,0.0045,Q2 2021,8.64,4.17,3.19,13F,2035-10-10,2035-11-21
4942,SRAX,COMMUNICATIONS,86176,417000,0,,4883,"9,649",-0.1,0.0033,Q3 2019,4.81,4.83,1.97,13F,2035-10-11,2035-11-22
4943,NERV,HEALTH CARE,62734.5,417000,0,,4884,572,,0.0117,Q2 2016,6.54,6.64,3.11,13F,2035-10-12,2035-11-23
4944,SDG,FINANCE,4883,417000,0,,4885,No Change,0,,Q2 2016,94.82,85.3,78.82,13F,2035-10-13,2035-11-24
4945,RYH,HEALTH CARE,1350,414000,0,,4886,No Change,0,,Q1 2021,268.29,306.44,266.8,13F,2035-10-14,2035-11-25
4946,TENX,INDUSTRIALS,510718,413000,0,,4887,"1,566",,0.0203,Q1 2017,2.24,0.81,0.27,13F,2035-10-15,2035-11-26
4947,PCYG,INFORMATION TECHNOLOGY,78050,412000,0,,4888,920,-0.01,0.0042,Q1 2016,5.39,5.28,4.66,13F,2035-10-16,2035-11-27
4948,TTSH,CONSUMER DISCRETIONARY,62914,412000,0,,4889,"3,041",-0.04,0.0012,Q2 2021,7.76,6.55,2.79,13F,2035-10-17,2035-11-28
4949,DFFN,COMMUNICATIONS,32854.08,411000,0,,4890,No Change,0,0.8058,Q4 2019,36.7,12.5,7.89,13F,2035-10-18,2035-11-29
4950,RNWK,INFORMATION TECHNOLOGY,708124,410000,0,,4891,"3,753",,0.015,Q4 2009,4.59,0.58,0.59,13F,2035-10-19,2035-11-30
4951,RCMT,INDUSTRIALS,41576,410000,0,,4892,"2,324",-0.05,0.0041,Q1 2017,4.25,9.86,17.83,13F,2035-10-20,2035-12-01
4952,LODE,MATERIALS,244678,409000,0,,4893,"3,942",-0.01,0.0035,Q1 2017,3.72,1.67,0.57,13F,2035-10-21,2035-12-02
4953,EMBKW,,358433,409000,0,,4894,193,,,Q4 2021,,,,13F,2035-10-22,2035-12-03
4954,MRIN,COMMUNICATIONS,141847,408000,0,,4895,No Change,0,0.0091,Q1 2017,15.15,2.88,1.78,13F,2035-10-23,2035-12-04
4955,SEVN,REAL ESTATE,36347,405000,0,,4896,"1,116",0.03,,Q4 2021,10.4,11.13,10.76,13F,2035-10-24,2035-12-05
4956,GHG,CONSUMER DISCRETIONARY,80174,403000,0,,4897,"26,842",-0.25,0.0012,Q2 2020,11.79,5.02,3.95,13F,2035-10-25,2035-12-06
4957,DMS,FINANCE,110417,402000,0,,4898,"22,860",-0.17,0.003,Q4 2020,9.34,3.64,1.14,13F,2035-10-26,2035-12-07
4958,QTNT,HEALTH CARE,1674065,401776,0,0,4899,"3,707,316",-0.68,0.0162,-,,,0.3,13G,2035-10-27,2035-12-08
4959,FRAF,FINANCE,11841,397000,0,,4900,"1,100",-0.08,0.0027,Q2 2019,36.1,33.73,31.02,13F,2035-10-28,2035-12-09
4960,NNVC,HEALTH CARE,189496,397000,0,,4901,"1,395",,0.0164,Q1 2017,9.2,2.09,1.94,13F,2035-10-29,2035-12-10
4961,ELMD,HEALTH CARE,31927,397000,0,,4902,774,-0.02,0.0037,Q1 2017,12.45,12.44,9.21,13F,2035-10-30,2035-12-11
4962,BWMN,INDUSTRIALS,24007,395000,0,,4903,"55,502",-0.69,0.0018,Q2 2021,20.38,16.44,11,13F,2035-10-31,2035-12-12
4963,CPIX,HEALTH CARE,138902,392000,0,,4904,"1,169",,0.0094,Q1 2017,6.16,2.82,2.3,13F,2035-11-01,2035-12-13
4964,KORE,FINANCE,65390,392000,0,,4905,"2,951",0.04,0.0009,Q4 2021,6.71,6,2.93,13F,2035-11-02,2035-12-14
4965,ISUN,FINANCE,95351,391000,0,,4906,"1,625",0.01,0.0068,Q1 2021,13.12,4.1,2.95,13F,2035-11-03,2035-12-15
4966,OPFI,FINANCE,113575,390000,0,,4907,"2,315",-0.02,0.0083,Q3 2021,4.61,3.43,3.12,13F,2035-11-04,2035-12-16
4967,PATI,TRANSPORTS,48610,388000,0,,4908,279,,0.014,Q1 2017,22.4,7.98,7.31,13F,2035-11-05,2035-12-17
4968,PEBK,FINANCE,13487,387000,0,,4909,607,0.04,0.0024,Q1 2017,29.23,28.7,27.38,13F,2035-11-06,2035-12-18
4969,AGFS,MATERIALS,202647,386000,0,,4910,"2,162",0.01,0.0038,Q2 2016,2.8,1.9,1.56,13F,2035-11-07,2035-12-19
4970,HIL,INDUSTRIALS,234634,383000,0,,4911,"9,199",-0.03,0.0041,Q1 2019,2.73,1.63,1.71,13F,2035-11-08,2035-12-20
4971,ISPC,,71175,382000,0,,4912,"64,083",9.03,0.008,Q3 2021,5.13,5.37,2.43,13F,2035-11-09,2035-12-21
4972,RBCN,INFORMATION TECHNOLOGY,41042,381000,0,,4913,No Change,0,0.0168,Q1 2017,83,9.28,15.8,13F,2035-11-10,2035-12-22
4973,FCAP,FINANCE,9703,381000,0,,4914,333,-0.03,0.0029,Q1 2017,51.4,39.2,28.52,13F,2035-11-11,2035-12-23
4974,CLSN,HEALTH CARE,74918,379000,0,,4915,710,,0.0106,Q4 2015,8568.48,5.06,2.03,13F,2035-11-12,2035-12-24
4975,UBCP,FINANCE,20846,379000,0,,4916,312,-0.01,0.0036,Q1 2017,13.51,18.2,14.99,13F,2035-11-13,2035-12-25
4976,SVM,MATERIALS,103369,374000,0,,4917,"62,358",1.52,0.0006,Q1 2021,4.13,3.62,2.32,13F,2035-11-14,2035-12-26
4977,CORP,FINANCE,3554,370000,0,,4918,"1,522",0.74,,Q1 2021,108.95,104.14,96.84,13F,2035-11-15,2035-12-27
4978,UNB,FINANCE,11651,362000,0,,4919,73,,0.0026,Q2 2016,39.48,31.1,27.51,13F,2035-11-16,2035-12-28
4979,USIO,FINANCE,100892,361000,0,,4920,"1,424",-0.01,0.004,Q1 2017,4.3,3.58,2.11,13F,2035-11-17,2035-12-29
4980,BMA,FINANCE,20798,360000,0,,4921,747,0.03,0.0003,Q1 2014,60.27,17.3,10.11,13F,2035-11-18,2035-12-30
4981,HCARW,,1056000,359000,0,,4922,No Change,0,,Q2 2021,,,,13F,2035-11-19,2035-12-31
4982,RVLP,HEALTH CARE,212187,358000,0,,4923,"54,315",0.34,0.0025,Q4 2018,5.56,1.69,1.29,13F,2035-11-20,2036-01-01
4983,ZH,CONSUMER DISCRETIONARY,147533,358000,0,,4924,"36,058",0.32,0.0002,Q1 2021,7.22,2.42,1.55,13F,2035-11-21,2036-01-02
4984,PAM,UTILITIES AND TELECOMMUNICATIONS,15118,357000,0,,4925,"1,966",-0.11,0.0003,Q3 2015,36.34,23.63,20.47,13F,2035-11-22,2036-01-03
4985,NTIC,MATERIALS,29374,354000,0,,4926,706,-0.02,0.0032,Q1 2017,11.24,12.02,11.2,13F,2035-11-23,2036-01-04
4986,XOS,FINANCE,118416,354000,0,,4927,"5,890",0.05,0.0007,Q4 2021,3.14,2.99,1.78,13F,2035-11-24,2036-01-05
4987,CODI,FINANCE,14870,353000,0,,4928,430,-0.02,0.0002,Q4 2021,30.58,23.77,22.08,13F,2035-11-25,2036-01-06
4988,USCB,FINANCE,24653,353000,0,,4929,"12,151",0.97,0.0012,Q3 2021,13.46,14.33,11.08,13F,2035-11-26,2036-01-07
4989,TAC,UTILITIES AND TELECOMMUNICATIONS,34023,352000,0,,4930,"5,405",-0.13,0.0001,Q1 2021,9.69,10.36,11.45,13F,2035-11-27,2036-01-08
4990,SMID,MATERIALS,19801,352000,0,,4931,77,,0.0038,Q2 2021,34.15,17.75,13.96,13F,2035-11-28,2036-01-09
4991,MIND,ENERGY,279728,352000,0,,4932,"1,521",,0.0203,Q1 2017,4.85,1.26,0.75,13F,2035-11-29,2036-01-10
4992,AVGR,HEALTH CARE,96900,352000,0,,4933,410,,0.0171,Q2 2016,635.4,3.63,1.45,13F,2035-11-30,2036-01-11
4993,SIOX,HEALTH CARE,524123,352000,0,,4934,"6,552",-0.01,0.0071,Q2 2021,1.65,0.67,0.38,13F,2035-12-01,2036-01-12
4994,ONCR,HEALTH CARE,278750,351225,0,0,4935,"1,051,786",-0.79,0.0108,-,,,1.29,13G,2035-12-02,2036-01-13
4995,USWS,ENERGY,318078,350000,0,,4936,"6,219",0.01,,Q4 2021,,,,13F,2035-12-03,2036-01-14
4996,JMIA,CONSUMER DISCRETIONARY,36495,350000,0,,4937,"6,253",0.2,0.0004,Q1 2021,20.98,9.58,5.24,13F,2035-12-04,2036-01-15
4997,NYC,REAL ESTATE,26413,348000,0,,4938,96,,0.0019,Q2 2021,12.97,13.2,4.3,13F,2035-12-05,2036-01-16
4998,GILT,INFORMATION TECHNOLOGY,39282,346000,0,,4939,105,,0.0007,Q1 2021,9.32,8.81,6.01,13F,2035-12-06,2036-01-17
4999,GSIT,INFORMATION TECHNOLOGY,90195,345000,0,,4940,"1,809",-0.01,0.0037,Q1 2017,6.89,3.83,3.47,13F,2035-12-07,2036-01-18
5000,IEIH,FINANCE,10000,342000,0,,4941,No Change,0,,Q1 2018,26.86,34.25,33.48,13F,2035-12-08,2036-01-19
5001,NVVE,FINANCE,43154,340000,0,,4942,"9,465",-0.17,0.0023,Q2 2021,13.51,7.89,4,13F,2035-12-09,2036-01-20
5002,GPRK,ENERGY,22683,339000,0,,4943,"11,948",1.11,0.0004,Q1 2019,13.16,14.94,10.92,13F,2035-12-10,2036-01-21
5003,ATXS,HEALTH CARE,50386,338000,0,,4944,"2,687",-0.05,0.0039,Q1 2017,136.01,6.71,3.8,13F,2035-12-11,2036-01-22
5004,XBI,HEALTH CARE,3750,337000,0,,4945,6,,,Q3 2019,111.95,89.88,81.32,13F,2035-12-12,2036-01-23
5005,BFRI,HEALTH CARE,100505,335000,0,,4946,"90,394",8.94,0.0053,Q4 2021,3.75,3.33,1.81,13F,2035-12-13,2036-01-24
5006,ISDR,INDUSTRIALS,11235,334000,0,,4947,"1,213",-0.09,0.003,Q1 2017,22.29,29.73,24,13F,2035-12-14,2036-01-25
5007,ARAV,HEALTH CARE,172703,333000,0,,4948,"1,872",-0.01,0.006,Q1 2015,30.63,1.93,0.88,13F,2035-12-15,2036-01-26
5008,CRBN,FINANCE,2038,333000,0,,4949,125,0.06,,Q1 2018,127.64,163.27,135.17,13F,2035-12-16,2036-01-27
5009,POLA,INDUSTRIALS,104068,333000,0,,4950,882,,0.0081,Q1 2021,13.89,3.2,2.96,13F,2035-12-17,2036-01-28
5010,PRIVATE,,577056,331000,0,,4951,"6,525",-0.01,,Q4 2021,,,,13F,2035-12-18,2036-01-29
5011,CBFV,FINANCE,13714,329000,0,,4952,456,-0.03,0.0027,Q1 2017,22.34,24,23.09,13F,2035-12-19,2036-01-30
5012,SCPH,HEALTH CARE,57883,329000,0,,4953,"1,602",-0.02,0.0021,Q4 2017,7.09,5.68,5.05,13F,2035-12-20,2036-01-31
5013,KERN,FINANCE,288378,329000,0,,4954,"2,736",,0.0078,Q4 2019,5.04,1.14,0.18,13F,2035-12-21,2036-02-01
5014,INPX,INFORMATION TECHNOLOGY,1259696,328000,0,,4955,"13,680",-0.01,0.0083,Q2 2019,1.2,,0.14,13F,2035-12-22,2036-02-02
5015,HYLB,FINANCE,8608,324000,0,,4956,"1,629",-0.15,,Q3 2018,39.96,37.72,34.09,13F,2035-12-23,2036-02-03
5016,QRHC,INFORMATION TECHNOLOGY,51973,319000,0,,4957,295,,0.0027,Q1 2017,5.72,6.15,4.04,13F,2035-12-24,2036-02-04
5017,AGRX,HEALTH CARE,38093.95,319000,0,,4958,402,0.01,0.1233,Q1 2016,94.15,8.4,0.58,13F,2035-12-25,2036-02-05
5018,APVO,HEALTH CARE,54367,319000,0,,4959,306,,0.0109,Q3 2016,159.32,5.87,4.05,13F,2035-12-26,2036-02-06
5019,CDTX,HEALTH CARE,380579,317000,0,,4960,"4,172",0.01,0.0055,Q2 2015,3.3,0.83,0.76,13F,2035-12-27,2036-02-07
5020,OTLY,CONSUMER STAPLES,63066,316000,0,,4961,"14,969",0.31,,Q2 2021,11,5.01,3.58,13F,2035-12-28,2036-02-08
5021,ZVO,INFORMATION TECHNOLOGY,384508,315000,0,,4962,"3,258",,0.0113,Q2 2019,3.36,0.82,0.93,13F,2035-12-29,2036-02-09
5022,NEXA,MATERIALS,33620,314000,0,,4963,"19,516",1.38,0.0003,Q3 2021,8.61,9.34,5.15,13F,2035-12-30,2036-02-10
5023,EWN,FINANCE,7402,313000,0,,4964,"7,402",,,Q1 2022,42.33,42.33,33.64,13F,2035-12-31,2036-02-11
5024,LMST,FINANCE,14928,313000,0,,4965,488,-0.03,0.0023,Q2 2018,,20.9,18.75,13F,2036-01-01,2036-02-12
5025,OPGN,HEALTH CARE,416813,313000,0,,4966,"4,653",-0.01,0.009,Q1 2017,1.32,0.75,0.55,13F,2036-01-02,2036-02-13
5026,LARK,FINANCE,11817,312000,0,,4967,414,-0.03,0.0024,Q1 2017,23.97,26.33,24.6,13F,2036-01-03,2036-02-14
5027,FENC,HEALTH CARE,55339,310000,0,,4968,"2,160",-0.03,0.0021,Q2 2018,8.31,5.6,6.5,13F,2036-01-04,2036-02-15
5028,MLSS,HEALTH CARE,203650,310000,0,,4969,"6,853",-0.03,0.003,Q1 2017,2.01,1.52,1.13,13F,2036-01-05,2036-02-16
5029,EKSO,HEALTH CARE,106739,309000,0,,4970,"1,422",-0.01,0.0083,Q2 2017,144.03,2.89,1.65,13F,2036-01-06,2036-02-17
5030,GHRS,HEALTH CARE,16890,309000,0,,4971,"12,055",2.49,0.0003,Q2 2021,19.73,18.29,11.06,13F,2036-01-07,2036-02-18
5031,FXNC,FINANCE,14659,308000,0,,4972,191,0.01,0.0023,Q2 2019,20.42,21,16.93,13F,2036-01-08,2036-02-19
5032,MTBC,INFORMATION TECHNOLOGY,59589,307000,0,,4973,"1,008",-0.01,0.004,Q2 2018,5.65,5.15,3.63,13F,2036-01-09,2036-02-20
5033,EEMS,FINANCE,5368,306000,0,,4974,42,,,Q3 2020,47.57,57,46.54,13F,2036-01-10,2036-02-21
5034,KTCC,INFORMATION TECHNOLOGY,53982,305000,0,,4975,720,0.01,0.005,Q2 2016,6.79,5.65,4.38,13F,2036-01-11,2036-02-22
5035,CFBK,FINANCE,13567,303000,0,,4976,416,-0.02,0.0026,Q1 2017,11.17,22.3,20.52,13F,2036-01-12,2036-02-23
5036,AKO.B,CONSUMER STAPLES,22291,303000,0,,4977,"15,262",2.17,0.0003,Q1 2017,15.98,13.61,9.65,13F,2036-01-13,2036-02-24
5037,RNDB,FINANCE,11509,303000,0,,4978,401,-0.03,0.0022,Q1 2017,19.94,26.41,26.48,13F,2036-01-14,2036-02-25
5038,AZUL,TRANSPORTS,20104,303000,0,,4979,"1,553",-0.07,0.0002,Q2 2017,22.83,15.05,6.73,13F,2036-01-15,2036-02-26
5039,VYNT,HEALTH CARE,209914,301000,0,,4980,"3,753",-0.01,0.0071,Q1 2017,7.4,1.43,0.85,13F,2036-01-16,2036-02-27
5040,ACER,HEALTH CARE,103040,300000,0,,4981,"1,269",-0.01,0.0067,Q1 2017,5.05,2.9,1.44,13F,2036-01-17,2036-02-28
5041,PTPI,,191715,300000,0,,4982,"172,156",8.8,,Q4 2020,,,,13F,2036-01-18,2036-02-29
5042,NVIV,HEALTH CARE,34712.36,299000,0,,4983,No Change,0,0.6238,Q2 2015,1414.79,8.75,4.03,13F,2036-01-19,2036-03-01
5043,IRIX,HEALTH CARE,63758,295000,0,,4984,"1,530",-0.02,0.004,Q2 2016,6.74,4.63,2.59,13F,2036-01-20,2036-03-02
5044,VOLT,INDUSTRIALS,48749,292000,0,,4985,837,0.01,,Q1 2017,4.57,5.98,,13F,2036-01-21,2036-03-03
5045,ISIG,COMMUNICATIONS,25812,292000,0,,4986,No Change,0,0.0145,Q1 2017,10.42,11.32,9.35,13F,2036-01-22,2036-03-04
5046,STKL,CONSUMER STAPLES,57712,290000,0,,4987,"23,809",0.7,0.0005,Q4 2015,7.09,5.02,8.88,13F,2036-01-23,2036-03-05
5047,DHHCW,,853874,290000,0,,4988,No Change,0,,Q2 2021,,,,13F,2036-01-24,2036-03-06
5048,QTEC,FINANCE,1891,288000,0,,4989,No Change,0,,Q1 2021,153.84,152.49,115.74,13F,2036-01-25,2036-03-07
5049,LEV,FINANCE,33999,286000,0,,4990,"22,490",1.95,0.0002,Q2 2021,10.58,8.4,4.3,13F,2036-01-26,2036-03-08
5050,BLPH,HEALTH CARE,120689,285000,0,,4991,981,,0.0126,Q2 2020,11.52,2.36,1.31,13F,2036-01-27,2036-03-09
5051,AFBI,FINANCE,18043,284000,0,,4992,9,,0.0027,Q2 2017,12.24,15.71,14.83,13F,2036-01-28,2036-03-10
5052,GFED,FINANCE,8909,280000,0,,4993,1,,,Q1 2017,23.61,31.43,,13F,2036-01-29,2036-03-11
5053,TPST,HEALTH CARE,83073,280000,0,,4994,No Change,0,0.008,Q3 2014,18.69,3.38,2.5,13F,2036-01-30,2036-03-12
5054,SVOND,,501583,280000,0,,4995,"6,552",-0.01,,Q2 2018,,,,13F,2036-01-31,2036-03-13
5055,ANIX,INFORMATION TECHNOLOGY,101964,279000,0,,4996,"3,204",-0.03,0.0033,Q1 2017,3.54,2.74,2.96,13F,2036-02-01,2036-03-14
5056,FBRX,HEALTH CARE,214053,278269,0,,4997,"591,962",-0.73,0.0145,-,,,1.34,13G,2036-02-02,2036-03-15
5057,IDRA,HEALTH CARE,555397,277000,0,,4998,"5,571",,0.0105,Q4 2014,64.32,0.5,0.43,13F,2036-02-03,2036-03-16
5058,VIRC,INDUSTRIALS,91877,275000,0,,4999,"1,179",-0.01,0.0057,Q1 2017,3.59,2.99,3.67,13F,2036-02-04,2036-03-17
5059,PPIH,INDUSTRIALS,28975,274000,0,,5000,"3,580",-0.11,0.0036,Q1 2017,7.74,9.43,9.28,13F,2036-02-05,2036-03-18
5060,EAOM,FINANCE,10000,274000,0,,5001,"25,000",-0.71,,Q2 2020,25.53,27.41,24.7,13F,2036-02-06,2036-03-19
5061,SABS,FINANCE,72518,273000,0,,5002,910,0.01,0.0017,Q4 2021,7.76,3.76,1.16,13F,2036-02-07,2036-03-20
5062,SGBX,INDUSTRIALS,138537,270000,0,,5003,No Change,0,0.0115,Q1 2021,4.56,1.95,1.53,13F,2036-02-08,2036-03-21
5063,NETI,INDUSTRIALS,42391,269000,0,,5004,"19,369",0.84,0.0011,Q1 2014,237.61,6.35,5.35,13F,2036-02-09,2036-03-22
5064,ENSC,FINANCE,234240,267000,0,,5005,"233,679",416.54,0.0068,Q4 2021,1.15,1.14,0.64,13F,2036-02-10,2036-03-23
5065,CIZN,FINANCE,13769,266000,0,,5006,"1,193",-0.07,0.0025,Q1 2017,23.79,19.34,18.01,13F,2036-02-11,2036-03-24
5066,CDG0:FWB2,,165474,266000,0,,5007,"1,204",,,Q1 2021,,,,13F,2036-02-12,2036-03-25
5067,TEO,UTILITIES AND TELECOMMUNICATIONS,43717,263000,0,,5008,"4,306",-0.08,0.0003,Q4 2016,13.28,6.01,3.98,13F,2036-02-13,2036-03-26
5068,FUSB,FINANCE,22483,262000,0,,5009,"2,411",0.12,0.0037,Q1 2017,11.22,11.66,10.1,13F,2036-02-14,2036-03-27
5069,SSBI,FINANCE,15314,261000,0,,5010,512,-0.03,0.0032,Q1 2017,14.34,17.1,15,13F,2036-02-15,2036-03-28
5070,VIVE,,244226,259000,0,,5011,2,,,Q4 2020,,,,13F,2036-02-16,2036-03-29
5071,OPOF,FINANCE,10536,258000,0,,5012,990,-0.08,0.0021,Q1 2017,25.42,24.5,24.02,13F,2036-02-17,2036-03-30
5072,PPSI,INDUSTRIALS,45588,258000,0,,5013,297,,0.0047,Q1 2017,4.85,5.66,2.96,13F,2036-02-18,2036-03-31
5073,DIA,FINANCE,725,251000,0,,5014,1,,,Q4 2015,266.52,346.83,306.4,13F,2036-02-19,2036-04-01
5074,AVDL,HEALTH CARE,36706,251000,0,,5015,"6,782",0.22,0.0006,Q4 2020,7.16,6.83,4.42,13F,2036-02-20,2036-04-02
5075,EPSN,ENERGY,38819,251000,0,,5016,35,,0.0016,Q2 2019,6.09,6.45,5.64,13F,2036-02-21,2036-04-03
5076,SCX,INDUSTRIALS,32439,250000,0,,5017,585,-0.01,0.0049,Q1 2017,8.74,7.69,6.96,13F,2036-02-22,2036-04-04
5077,BPTH,HEALTH CARE,65201,250000,0,,5018,810,-0.01,0.0091,Q2 2016,140.5,3.84,4.07,13F,2036-02-23,2036-04-05
5078,TELA,HEALTH CARE,21423,249000,0,,5019,969,-0.04,0.0015,Q4 2019,13.27,11.63,8,13F,2036-02-24,2036-04-06
5079,ARHS,CONSUMER DISCRETIONARY,29143,248000,0,0,5020,"175,000",-0.85,0.0006,Q4 2021,13.25,8.51,4.71,13F,2036-02-25,2036-04-07
